RSAeqTx82wSZXF6ptK5fYA	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	quiet	2	casual	GoodForMeal_dinner	N/A	GoodForKids RestaurantsGoodForGroups
NW4mtw2cS1PeJQDK2J_wfQ	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_street	Music_jukebox	average	2	casual	GoodForMeal_lunch	N/A	OutdoorSeating RestaurantsGoodForGroups
Toux3q1WwY2vNV5AhbR6wQ	beer_and_wine	Ambience_intimate	N/A	BikeParking BusinessParking_street	N/A	average	2	casual	GoodForMeal_dinner	N/A	GoodForKids OutdoorSeating RestaurantsReservations
c0yPNU-BqS65u0vIKP7P0w	none	N/A	N/A	BikeParking BusinessParking_street	N/A	average	2	casual	GoodForMeal_dinner	N/A	OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
ZF6gioeymIcLA927GvCZiQ	none	N/A	N/A	N/A	N/A	average	2	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
7hlICFMky5fPFxeYRgg__w	full_bar	N/A	N/A	BikeParking	N/A	average	2	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
vNlJsfKKp968CZWr8J5xDA	none	N/A	N/A	N/A	N/A	average	1	casual	N/A	N/A	GoodForKids RestaurantsDelivery
UzCZyYj511zKERJEpEk7-w	none	N/A	N/A	N/A	N/A	N/A	2	casual	N/A	N/A	RestaurantsDelivery
uH2dNi5nKj31_Xf5dTfXdw	beer_and_wine	N/A	N/A	BusinessParking_lot	N/A	average	2	casual	N/A	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups
FNf9Q2FnB9sI9kOMAgj0AQ	none	N/A	N/A	BikeParking	N/A	quiet	2	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
oRKyGtUsN5IcRReN7ScUwQ	full_bar	N/A	N/A	N/A	N/A	quiet	1	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
cozegmdHNzyxNqUp3KVKUA	none	N/A	N/A	BusinessParking_lot	N/A	average	1	casual	GoodForMeal_brunch	N/A	GoodForKids RestaurantsGoodForGroups
yIMZ8XeGJePfYWr7BBNzww	none	N/A	N/A	N/A	N/A	average	N/A	casual	N/A	N/A	RestaurantsDelivery
QXR-YnHgV0qDyuUTckYeGw	none	Ambience_casual	N/A	BikeParking BusinessParking_lot	N/A	average	1	casual	GoodForMeal_lunch	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups RestaurantsReservations
AspFf1d9sRaUloPJAHMqAg	beer_and_wine	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	quiet	2	casual	GoodForMeal_dinner	N/A	GoodForKids RestaurantsGoodForGroups RestaurantsReservations
PqBZ88vOqctCc0fRm2sXQg	full_bar	Ambience_intimate	N/A	BusinessParking_street BusinessParking_valet	N/A	average	3	casual	GoodForMeal_dinner	N/A	OutdoorSeating
7YLvFqyFkIZkj5l6tnbqrw	none	N/A	N/A	BikeParking BusinessParking_street	N/A	loud	1	casual	N/A	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups
mEnJaayTlrP1WYPBWNhkUg	full_bar	Ambience_casual	N/A	BusinessParking_lot	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups RestaurantsReservations
EJMrzeE8fraZGiNvdPzsnQ	full_bar	N/A	N/A	BusinessParking_lot	N/A	quiet	3	dressy	GoodForMeal_dinner	N/A	OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
mqiHZYNXnMLaEK87JZOzmA	none	N/A	N/A	BikeParking BusinessParking_lot	N/A	quiet	1	casual	GoodForMeal_lunch	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
NN0d_nZ7dX9pS67q4pHbFg	none	Ambience_classy	N/A	BikeParking BusinessParking_street	N/A	quiet	1	casual	GoodForMeal_breakfast	N/A	GoodForKids
LotwXDcHQmt4usltEvw_PQ	full_bar	Ambience_intimate Ambience_trendy	N/A	BikeParking BusinessParking_lot	N/A	loud	2	casual	GoodForMeal_lunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
uNzg9P7p-7QBNp47U4koEg	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_lot	N/A	loud	1	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	OutdoorSeating RestaurantsGoodForGroups
ehaoreB8IzKY8KvRGqxcUA	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	loud	2	casual	GoodForMeal_dinner GoodForMeal_latenight	N/A	OutdoorSeating RestaurantsDelivery RestaurantsGoodForGroups RestaurantsReservations
Bg8xZT4-NsYLYd-WPIhgXw	none	Ambience_casual	N/A	BikeParking BusinessParking_lot	N/A	average	1	casual	GoodForMeal_lunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups
lU5SyqwRlKS7cNj2DrCpGA	none	N/A	N/A	N/A	N/A	average	1	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
2CNCcHA9txth664ALX1wvA	none	N/A	N/A	BusinessParking_street	N/A	N/A	2	casual	GoodForMeal_dinner	N/A	GoodForKids RestaurantsGoodForGroups
yc1IZG2BL4WCYBHk5noj5g	N/A	N/A	N/A	BikeParking BusinessParking_garage	N/A	N/A	1	N/A	N/A	N/A	N/A
xTnAUBV7cT8dVLaCk2E6Xw	N/A	N/A	N/A	BikeParking	N/A	quiet	1	casual	GoodForMeal_breakfast	N/A	GoodForKids RestaurantsGoodForGroups
2ipAUIW4kVsE6nl4aREgag	N/A	N/A	N/A	BikeParking	Music_background_music	average	1	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups
X8KLsPEgLe4FuJwRU0tPag	full_bar	N/A	N/A	BikeParking BusinessParking_lot	N/A	average	2	casual	N/A	N/A	GoodForKids OutdoorSeating RestaurantsDelivery RestaurantsGoodForGroups RestaurantsReservations
q4P3WHwC0lFafwvTlkKMIw	none	N/A	N/A	N/A	N/A	quiet	1	N/A	GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsDelivery
zuEJKjSkX-4qw8MlEcI0Xg	none	N/A	N/A	BikeParking	N/A	N/A	2	casual	N/A	N/A	OutdoorSeating
GiKgsenJg25-2qBGxsg_hw	full_bar	Ambience_casual	N/A	BusinessParking_lot	N/A	quiet	1	casual	GoodForMeal_breakfast GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsGoodForGroups RestaurantsReservations
dG-N36uSMeoqCrU27At-Qw	none	N/A	N/A	BusinessParking_street	N/A	average	1	casual	GoodForMeal_brunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups
sgmzN_YnOPtHAAfGlhc9yA	full_bar	N/A	N/A	BusinessParking_lot	N/A	very_loud	2	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups RestaurantsReservations
6AV2oHINgc7LGNlJlqAXUA	full_bar	Ambience_divey	N/A	BikeParking BusinessParking_street	Music_jukebox	average	2	casual	GoodForMeal_lunch	BestNights_friday BestNights_saturday	OutdoorSeating RestaurantsGoodForGroups
AKQbrvRBZvU5kB9Ut4gVkg	full_bar	N/A	N/A	BikeParking BusinessParking_street BusinessParking_valet	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	BestNights_saturday	OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
cAX-srNrvlifjfov_jpQ1w	full_bar	N/A	N/A	BikeParking BusinessParking_garage	N/A	average	3	casual	GoodForMeal_dinner	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
OY1G_vhUYJJ3HdHfOZ2wrQ	none	N/A	N/A	N/A	N/A	N/A	1	casual	GoodForMeal_breakfast	N/A	GoodForKids RestaurantsGoodForGroups
vNEENSaRjKkQfuKoxKN_VQ	none	N/A	N/A	N/A	N/A	N/A	2	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups RestaurantsReservations
3nDxqHvf7L5AdEAAeMaQAg	none	N/A	N/A	BikeParking	N/A	N/A	1	casual	GoodForMeal_latenight	N/A	GoodForKids RestaurantsDelivery
qUZvcHJ6YDNHVmPLe02mYg	N/A	N/A	N/A	BikeParking	N/A	average	N/A	N/A	N/A	N/A	N/A
50MD-cxQqMrD240QsRipOg	none	Ambience_casual	N/A	BusinessParking_lot	N/A	average	2	casual	GoodForMeal_breakfast GoodForMeal_brunch	N/A	GoodForKids RestaurantsGoodForGroups
2EhBiUnUTl_H2s4DXdKCTg	full_bar	N/A	N/A	BikeParking BusinessParking_street	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
mUONuCWBKukMO2uyVxLY5Q	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_lot	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsGoodForGroups RestaurantsReservations
FzvN6d00RNmLSJy2UMKuvA	full_bar	Ambience_casual	N/A	N/A	N/A	N/A	2	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups
Tl_jT2a0bRMac5_YW65GPg	full_bar	N/A	N/A	BikeParking BusinessParking_lot	N/A	loud	2	casual	N/A	BestNights_tuesday	GoodForKids OutdoorSeating RestaurantsGoodForGroups
arGo97Zk7YoHbFGKDFUFKg	N/A	N/A	N/A	N/A	N/A	average	2	N/A	N/A	N/A	RestaurantsReservations
ZZ8sAXHb0gX-c81Ea1M3OQ	N/A	N/A	N/A	N/A	N/A	N/A	1	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups
KLptkOv3OiNSTU4unZv9Sg	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Rwahe1zbFpw6VIjb5ngZeg	none	N/A	N/A	BikeParking BusinessParking_street	N/A	average	2	casual	GoodForMeal_dinner	N/A	OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
IhbvQcaLJh80JhJA-OPv1w	none	N/A	N/A	BikeParking	N/A	average	1	casual	N/A	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups
JHrZlJBq8QNdugfmxug1rg	none	N/A	N/A	BikeParking	N/A	quiet	2	casual	GoodForMeal_lunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
BYc5IFQPq-PLVXnYjDp6vw	none	N/A	N/A	N/A	N/A	average	1	casual	GoodForMeal_lunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
e0Vvrs1M-oMhNBg_8uc6ZQ	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A
1uH4zHOUSzaWFzWqsVsQlQ	none	Ambience_casual	N/A	N/A	N/A	quiet	1	casual	GoodForMeal_lunch	N/A	GoodForKids RestaurantsDelivery
UPKWR2kaOne5d4AmdqdZlg	none	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	loud	1	casual	N/A	N/A	GoodForKids
QF8hmN_g6n0BTlLJ0tT9Hg	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	GoodForKids
ZYcBEhCSfbLOUM9JbHB9FA	none	N/A	N/A	BikeParking	N/A	average	1	casual	GoodForMeal_brunch GoodForMeal_lunch	N/A	GoodForKids RestaurantsGoodForGroups
ts4ZmG1Fde5UfQDDskR5eQ	none	N/A	N/A	N/A	N/A	N/A	1	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups
jo-KUnLZs0M2RYIvi8-DPQ	none	Ambience_hipster	N/A	BikeParking	N/A	average	2	casual	GoodForMeal_brunch GoodForMeal_lunch	N/A	OutdoorSeating
JUiIEt5wW7ImwOdpEc-r0Q	none	N/A	N/A	BikeParking BusinessParking_street	N/A	loud	1	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	RestaurantsDelivery
DiSARzaWBeNyB4oU047TcA	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	OutdoorSeating RestaurantsGoodForGroups
GgjzC6Ki7i4i_RG8pPVZnw	none	N/A	N/A	N/A	N/A	loud	1	casual	N/A	N/A	RestaurantsGoodForGroups
iuIkzvQRb4DVWOMhE4GI3g	full_bar	Ambience_casual	N/A	BusinessParking_lot	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups RestaurantsReservations
jDqaz1jKdeWk_fTVCzc1Pg	N/A	N/A	N/A	BikeParking BusinessParking_street	N/A	N/A	1	casual	N/A	N/A	RestaurantsGoodForGroups
7Nz_04fXn8L-u5L6hyLGvQ	none	N/A	N/A	N/A	N/A	quiet	1	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups
6VsoOWTeIWmOxMp2Mect3A	none	N/A	N/A	BikeParking	N/A	average	1	casual	GoodForMeal_brunch	N/A	GoodForKids RestaurantsGoodForGroups
Gp8_vPUZBncqy4Fwc8ga7A	none	Ambience_casual	N/A	BusinessParking_street	N/A	quiet	1	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups
MKmxhIHTdJduU0FFMRdfqA	full_bar	N/A	N/A	N/A	Music_jukebox Music_karaoke	quiet	2	casual	N/A	BestNights_wednesday	GoodForKids RestaurantsGoodForGroups
wjaOY12srS2OQYk04x8y1g	full_bar	N/A	N/A	BikeParking BusinessParking_lot BusinessParking_street	N/A	N/A	2	casual	GoodForMeal_lunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups RestaurantsReservations
7QA9AjMvylQLMButvmoqnA	none	N/A	N/A	BusinessParking_street	N/A	N/A	N/A	N/A	N/A	N/A	RestaurantsDelivery
KbdyidaiA4l5IS0tJAM31w	none	Ambience_casual	N/A	BikeParking	N/A	loud	1	casual	GoodForMeal_lunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups
gRTEQPvX3s1WzFhOPNbVeg	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	N/A	N/A	N/A
YbsnQgu_3OmNYsCMXegeHw	full_bar	Ambience_casual	N/A	BusinessParking_lot	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsGoodForGroups
Blw30ULdFKSOgCmf9lfGLg	N/A	N/A	N/A	N/A	N/A	average	2	casual	N/A	N/A	GoodForKids OutdoorSeating RestaurantsDelivery RestaurantsGoodForGroups
g93ECYDp2JB85zSVLWgK_Q	none	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	average	1	casual	GoodForMeal_lunch	N/A	GoodForKids
-JjKeyuY8h2gbV1FcpiYcQ	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	N/A	N/A	RestaurantsDelivery
_QkGfsQaQbuyUf-hy_2muw	N/A	N/A	N/A	N/A	N/A	N/A	1	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
lKom12WnYEjH5FFemK3M1Q	beer_and_wine	Ambience_divey	N/A	BikeParking BusinessParking_street	N/A	loud	1	casual	GoodForMeal_lunch	BestNights_thursday BestNights_friday BestNights_saturday	GoodForKids RestaurantsGoodForGroups
YjJnGaqvCpxspBLxXrOA9w	none	Ambience_intimate	N/A	BusinessParking_lot	N/A	average	2	casual	GoodForMeal_lunch	N/A	GoodForKids RestaurantsGoodForGroups RestaurantsReservations
sCyER_dSEpznCAkkMWa8GA	full_bar	N/A	N/A	BikeParking	Music_background_music Music_jukebox	average	2	casual	N/A	N/A	OutdoorSeating RestaurantsDelivery RestaurantsGoodForGroups
QEJgZqn_jYMvmkHaY8NKVg	N/A	N/A	N/A	N/A	N/A	N/A	N/A	casual	N/A	N/A	RestaurantsGoodForGroups
2jwpM5qhFCf8rpW1LeG7lA	N/A	N/A	N/A	N/A	N/A	N/A	1	casual	N/A	N/A	GoodForKids OutdoorSeating RestaurantsDelivery RestaurantsGoodForGroups
DkEOy5-hSds5Y9RvxMzCVg	N/A	N/A	N/A	N/A	N/A	N/A	N/A	casual	N/A	N/A	RestaurantsDelivery
TeaOjHwZmKYlD9ce1l-8Ug	full_bar	Ambience_divey	N/A	BikeParking BusinessParking_lot	Music_karaoke	loud	1	N/A	N/A	BestNights_thursday BestNights_friday BestNights_saturday	RestaurantsGoodForGroups
v2gPWZrBYvD6m78fu4mnCA	full_bar	Ambience_divey	N/A	BusinessParking_street	Music_dj Music_jukebox	average	1	casual	N/A	BestNights_monday BestNights_wednesday BestNights_saturday	RestaurantsGoodForGroups
qThJY-H6Fo8HvfdIvwrjiw	none	Ambience_casual	N/A	BikeParking	N/A	quiet	1	casual	GoodForMeal_lunch	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
S7ECG2HNltSWFo1FcFTwFQ	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_lot	N/A	average	2	casual	GoodForMeal_lunch	N/A	GoodForKids RestaurantsGoodForGroups
WPlanDoQbwZGEB2CmjAU8A	none	Ambience_casual	N/A	BusinessParking_lot	N/A	average	1	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsGoodForGroups
rzByiKaj-bLeLz-zKNBQdg	N/A	N/A	N/A	BikeParking BusinessParking_lot	N/A	N/A	1	N/A	N/A	N/A	N/A
cNz2tTTAPmdeAq6HnGeo8w	full_bar	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	average	2	casual	GoodForMeal_lunch	N/A	GoodForKids OutdoorSeating RestaurantsGoodForGroups
j-EGxXe3ErGtAlmE1XjYJg	none	N/A	N/A	BusinessParking_lot	N/A	average	1	casual	GoodForMeal_dinner	N/A	GoodForKids RestaurantsDelivery
0-kqF27U3eBsSDtlm986Ww	full_bar	N/A	N/A	BusinessParking_lot	N/A	average	1	casual	N/A	N/A	GoodForKids RestaurantsGoodForGroups RestaurantsReservations
AgIGsyUA0aKhUGFWOsI4AQ	none	Ambience_casual	N/A	N/A	N/A	quiet	1	casual	GoodForMeal_lunch	N/A	GoodForKids DriveThru RestaurantsGoodForGroups
k-zdOw1KYrwEMoud1MhFSQ	none	N/A	N/A	N/A	N/A	average	1	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
FRLsAoFLBd7qH4N5YAoh5w	N/A	N/A	N/A	N/A	N/A	N/A	N/A	casual	N/A	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups
HKExCPp1uxyQY1jlfYAhkA	N/A	N/A	N/A	BikeParking	N/A	N/A	1	casual	N/A	N/A	OutdoorSeating RestaurantsGoodForGroups
eog-ECRuj1O1II13t--36A	full_bar	N/A	N/A	BikeParking	GoodForDancing	N/A	2	casual	N/A	N/A	OutdoorSeating RestaurantsGoodForGroups
iugyBqO45pGmjLFusK9aPw	none	N/A	N/A	N/A	N/A	average	1	casual	GoodForMeal_breakfast GoodForMeal_brunch	N/A	GoodForKids RestaurantsGoodForGroups
qfcdMhm1Ff28JHVpHca20g	N/A	N/A	N/A	N/A	N/A	N/A	2	casual	N/A	N/A	N/A
DwmAsemahJywywhuqv5J1Q	none	Ambience_casual	N/A	BikeParking BusinessParking_street	N/A	average	2	casual	GoodForMeal_lunch GoodForMeal_dinner	N/A	GoodForKids RestaurantsDelivery RestaurantsGoodForGroups RestaurantsReservations
Z-6QSR2lC-opp9l6HLYG_w	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	RestaurantsDelivery
